S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
55	Celiac Disease	Escherichia coli	Species	562	Flow Cytometry	Duodenum mucosa tissue	Increased	28	20	8	5.1	4.1	null	null	Celiac Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	18033837	10.1099/jmm.0.47410-0	Inmaculada Nadal	yolsanz@iata.csic.es	Imbalance in the Composition of the Duodenal Microbiota of Children With Coeliac Disease	Journal of Medical Microbiology	2007	CD group consists of specimens of CD patients with active disease	false
56	Celiac Disease	Faecalibacterium prausnitzii	Species	853	Flow Cytometry	Duodenum mucosa tissue	Decreased	18	10	8	5.6	4.1	null	null	Celiac Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	18033837	10.1099/jmm.0.47410-0	Inmaculada Nadal	yolsanz@iata.csic.es	Imbalance in the Composition of the Duodenal Microbiota of Children With Coeliac Disease	Journal of Medical Microbiology	2007	CD group consists of specimens of CD patients with non-active disease	false
57	Celiac Disease	Faecalibacterium prausnitzii	Species	853	FISH	Duodenum mucosa tissue	Decreased	18	10	8	5.6	4.1	null	null	Celiac Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	18033837	10.1099/jmm.0.47410-0	Inmaculada Nadal	yolsanz@iata.csic.es	Imbalance in the Composition of the Duodenal Microbiota of Children With Coeliac Disease	Journal of Medical Microbiology	2007	CD group consists of specimens of CD patients with non-active disease	false
58	Celiac Disease	Hathewaya histolytica	Species	1498	Flow Cytometry	Duodenum mucosa tissue	Decreased	18	10	8	5.6	4.1	null	null	Celiac Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	18033837	10.1099/jmm.0.47410-0	Inmaculada Nadal	yolsanz@iata.csic.es	Imbalance in the Composition of the Duodenal Microbiota of Children With Coeliac Disease	Journal of Medical Microbiology	2007	CD group consists of specimens of CD patients with non-active disease	false
59	Celiac Disease	Hathewaya histolytica	Species	1498	FISH	Duodenum mucosa tissue	Decreased	18	10	8	5.6	4.1	null	null	Celiac Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	18033837	10.1099/jmm.0.47410-0	Inmaculada Nadal	yolsanz@iata.csic.es	Imbalance in the Composition of the Duodenal Microbiota of Children With Coeliac Disease	Journal of Medical Microbiology	2007	CD group consists of specimens of CD patients with non-active disease	false
60	Celiac Disease	Romboutsia lituseburensis	Species	1537	Flow Cytometry	Duodenum mucosa tissue	Decreased	18	10	8	5.6	4.1	null	null	Celiac Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	18033837	10.1099/jmm.0.47410-0	Inmaculada Nadal	yolsanz@iata.csic.es	Imbalance in the Composition of the Duodenal Microbiota of Children With Coeliac Disease	Journal of Medical Microbiology	2007	CD group consists of specimens of CD patients with non-active disease	false
61	Celiac Disease	Romboutsia lituseburensis	Species	1537	FISH	Duodenum mucosa tissue	Decreased	18	10	8	5.6	4.1	null	null	Celiac Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	18033837	10.1099/jmm.0.47410-0	Inmaculada Nadal	yolsanz@iata.csic.es	Imbalance in the Composition of the Duodenal Microbiota of Children With Coeliac Disease	Journal of Medical Microbiology	2007	CD group consists of specimens of CD patients with non-active disease	false
62	Colorectal Neoplasms	[Eubacterium] rectale	Species	39491	qRT-PCR	Stool	Decreased	37	20	17	51.5	39	25	12	Colorectal cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	18624900	10.1111/j.1440-1746.2008.05490.x	Ramadass Balamurugan	rama@cmcvellore.ac.in	Real time polymerase chain reaction quantification of specific butyrate producing bacteria,Desulfovibrio and Enterococcus Faecalis in the Feces of Patients With Colorectal Cancer	Journal of Gastroenterology and Hepatology	2008	Colorectal Cancer tumors were located in the rectum (seven), cecum or ascending colon (six), transverse colon (four), sigmoid (two) and one patient with synchronous tumors in the rectum and ascending colon	false
63	Colorectal Neoplasms	Enterococcus faecalis	Species	1351	qRT-PCR	Stool	Increased	37	20	17	51.5	39	25	12	Colorectal cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	18624900	10.1111/j.1440-1746.2008.05490.x	Ramadass Balamurugan	rama@cmcvellore.ac.in	Real time polymerase chain reaction quantification of specific butyrate producing bacteria,Desulfovibrio and Enterococcus Faecalis in the Feces of Patients With Colorectal Cancer	Journal of Gastroenterology and Hepatology	2008	Colorectal Cancer tumors were located in the rectum (seven), cecum or ascending colon (six), transverse colon (four), sigmoid (two) and one patient with synchronous tumors in the rectum and ascending colon	false
64	Irritable Bowel Syndrome	Odoribacter	Genus	283168	Phylogenetic microarray;qPCR	Stool	Decreased	108	62	46	49	45	17	91	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	21820992	10.1053/j.gastro.2011.07.043	Rajilic-Stojanovic M	willem.devos@wur.nl	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	null	false
65	Colorectal Neoplasms	Faecalibacterium prausnitzii	Species	853	qRT-PCR	Stool	Decreased	37	20	17	51.5	39	25	12	Colorectal cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	18624900	10.1111/j.1440-1746.2008.05490.x	Ramadass Balamurugan	rama@cmcvellore.ac.in	Real time polymerase chain reaction quantification of specific butyrate producing bacteria,Desulfovibrio and Enterococcus Faecalis in the Feces of Patients With Colorectal Cancer	Journal of Gastroenterology and Hepatology	2008	Colorectal Cancer tumors were located in the rectum (seven), cecum or ascending colon (six), transverse colon (four), sigmoid (two) and one patient with synchronous tumors in the rectum and ascending colon	false
66	Crohn Disease	[Clostridium] leptum	Species	1535	qRT-PCR	Stool	Decreased	47	22	27	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Crohn's Disease group consists of  active Crohn's disease patients	false
67	Ulcerative Colitis	[Clostridium] leptum	Species	1535	qRT-PCR	Stool	Decreased	45	13	32	null	null	null	null	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Ulcerative colitis group consists of active Ulcerative colitis patients	false
68	Crohn Disease	Bifidobacterium	Genus	1678	qRT-PCR	Stool	Decreased	47	22	27	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Crohn's Disease group consists of  active Crohn's disease patients	false
69	Ulcerative Colitis	Bifidobacterium	Genus	1678	qRT-PCR	Stool	Decreased	45	13	32	null	null	null	null	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Ulcerative colitis group consists of active Ulcerative colitis patients	false
70	Crohn Disease	Blautia coccoides	Species	1532	qRT-PCR	Stool	Decreased	47	22	27	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Crohn's Disease group consists of  active Crohn's disease patients	false
71	Ulcerative Colitis	Blautia coccoides	Species	1532	qRT-PCR	Stool	Decreased	45	13	32	null	null	null	null	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Ulcerative colitis group consists of active Ulcerative colitis patients	false
72	Crohn Disease	Faecalibacterium prausnitzii	Species	853	qRT-PCR	Stool	Decreased	47	22	27	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Crohn's Disease group consists of  active Crohn's disease patients	false
73	Ulcerative Colitis	Faecalibacterium prausnitzii	Species	853	qRT-PCR	Stool	Decreased	45	13	32	null	null	null	null	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Ulcerative colitis group consists of active Ulcerative colitis patients	false
74	Crohn Disease	Firmicutes	Phylum	1239	qRT-PCR	Stool	Decreased	47	22	27	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Crohn's Disease group consists of  active Crohn's disease patients	false
75	Ulcerative Colitis	Firmicutes	Phylum	1239	qRT-PCR	Stool	Decreased	45	13	32	null	null	null	null	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	19235886	10.1002/ibd.20903	Sokol H	sokol_harry@yahoo.fr	Low counts of Faecalibacterium prausnitzii in colitis microbiota	Inflammatory Bowel Diseases	2009	Ulcerative colitis group consists of active Ulcerative colitis patients	false
76	Crohn Disease	Escherichia coli	Species	562	Rep-PCR	Ileum and colon tissue	Increased	69	43	26	null	null	null	null	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235912	10.1002/ibd.20860	Margarita Martinez-Medina	rtinez@udg.edu	Molecular Diversity of Escherichia Coli in the Human Gut: New Ecological Evidence Supporting the Role of Adherent-Invasive E. Coli (AIEC) in Crohn's Disease	Inflammatory Bowel Diseases	2009	Rectorrhagia or hemorrhoids, irritable bowel syndrome, diverticulitis, and colorectal cancer patients relatives comprised the control group	false
77	Crohn Disease	Escherichia coli	Species	562	Adhesion and invasion assay	Ileum tissue	Increased	53	28	25	null	null	null	null	Crohn Disease ileitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235912	10.1002/ibd.20860	Margarita Martinez-Medina	rtinez@udg.edu	Molecular Diversity of Escherichia Coli in the Human Gut: New Ecological Evidence Supporting the Role of Adherent-Invasive E. Coli (AIEC) in Crohn's Disease	Inflammatory Bowel Diseases	2009	Rectorrhagia or hemorrhoids, irritable bowel syndrome, diverticulitis, and colorectal cancer patients relatives comprised the control group	false
78	Crohn Disease	Escherichia coli	Species	562	Adhesion and invasion assay	Colon tissue	Increased	52	25	27	null	null	null	null	Crohn Disease colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	19235912	10.1002/ibd.20860	Margarita Martinez-Medina	rtinez@udg.edu	Molecular Diversity of Escherichia Coli in the Human Gut: New Ecological Evidence Supporting the Role of Adherent-Invasive E. Coli (AIEC) in Crohn's Disease	Inflammatory Bowel Diseases	2009	Rectorrhagia or hemorrhoids, irritable bowel syndrome, diverticulitis, and colorectal cancer patients relatives comprised the control group	false
79	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Duodenum mucosa tissue	Decreased	42	16	26	null	null	null	null	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The IBS group consists of IBS -A patients	false
80	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Duodenum mucosa tissue	Decreased	37	11	26	null	null	null	null	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The IBS group consists of IBS -C patients	false
81	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Duodenum mucosa tissue	Decreased	67	41	26	42	31	20	47	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The healthy subjects were significantly younger than the group of IBS patients. IBS were categorized as diarrhea predominant (IBS-D), constipation predominant (IBS-C) or alternating IBS subgroup (IBS-A).	false
82	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Duodenum mucosa tissue	Decreased	40	14	26	null	null	null	null	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The IBS group consists of IBS -D patients	false
83	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Stool	Decreased	67	41	26	42	31	20	47	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The healthy subjects were significantly younger than the group of IBS patients. IBS were categorized as diarrhea predominant (IBS-D), constipation predominant (IBS-C) or alternating IBS subgroup (IBS-A).	false
84	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Stool	Decreased	40	14	26	null	null	null	null	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The IBS group consists of IBS -D patients	false
85	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Stool	Decreased	42	16	26	null	null	null	null	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The IBS group consists of IBS -A patients	false
86	Irritable Bowel Syndrome	Bifidobacterium catenulatum	Species	1686	RT-PCR	Stool	Decreased	37	11	26	null	null	null	null	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	19533811	10.3748/wjg.15.2887	Angele P M Kerckhoffs	angelekerckhoffs@hotmail.com	Lower Bifidobacteria Counts in Both Duodenal Mucosa-Associated and Fecal Microbiota in Irritable Bowel Syndrome Patients	World Journal of Gastroenterology	2009	The IBS group consists of IBS -C patients	false
87	Celiac Disease	Bifidobacterium	Genus	1678	FISH	Stool	Decreased	44	24	20	5.5	5.3	null	null	Celiac disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D002446	Celiac Disease	Homo sapiens	20181275	10.1186/1471-2180-10-63	De Palma G	yolsanz@iata.csic.es	Intestinal dysbiosis and reduced immunoglobulin-coated bacteria associated with coeliac disease in children	BMC Microbiology	2010	null	false
