Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
PellizoniLeite2021,https://pubmed.ncbi.nlm.nih.gov/33925359/,10.3390/ijerph18094621,Detection of Dysbiosis and Increased Intestinal Permeability in Brazilian Patients with Relapsing-Remitting Multiple Sclerosis.,2021,Brazil,South America,16S,International journal of environmental research and public health,Multiple sclerosis (MS),No Difference,Yes,"Flavobacterium, Parabacteroides","Streptococcus, Bifidobacterium",Other,Main Text,,Meika Tomita,,,,,,,,,,
LiZhu2023,https://pubmed.ncbi.nlm.nih.gov/36931530/,10.1016/j.nbd.2023.106081,Metagenomic association analysis of cognitive impairment in community-dwelling older adults.,2023,China,Asia,Shotgun,Neurobiology of disease,"Dementia, Other",No Difference,No,"Mild Cognitive Impairment (MCI): Dialister invisus; Dementia: Holdemanella biformis, Citrobacter youngae, Alistipes shahii","Cognitive Impairment (CI): Anaerostipes hadrus, Eggerthella lenta, Streptococcus gordonii, Eubacterium ramulus; Mild Cognitive Impairment (MCI): Hungatella hathewayi, Eggerthella lenta, Streptococcus gordonii; Dementia: Bifidobacterium pseudocatenulatum, Fusicatenibacter saccharivorans, Eggerthella lenta ",LEfSe (LDA),Main Text,gradient/subtypes,Meika Tomita,compared dementia vs MCI,,,,,,,,,
GongBa2022,https://pubmed.ncbi.nlm.nih.gov/36814376/,10.7555/JBR.36.20220198,Gut microbiota links with cognitive impairment in amyotrophic lateral sclerosis: A multi-omics study.,2022,China,Asia,16S,Journal of biomedical research,Amyotrophic lateral sclerosis (ALS),No Difference,Yes,"Subdoligranulum, Olsenella, Pygmaiobacter, Ralstonia, Gordonibacter","Escherichia Shigella, Klebsiella, Lachnoclostridium, Sutterella, Enterobacteriaceae",LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
NiccolaiDi2021,https://pubmed.ncbi.nlm.nih.gov/34209688/,10.3390/biomedicines9070753,The Gut Microbiota-Immunity Axis in ALS: A Role in Deciphering Disease Heterogeneity?,2021,Italy,Europe,16S,Biomedicines,Amyotrophic lateral sclerosis (ALS),No Difference,No,N/A,"Erysipelotrichaceae_UCG-003 (Erysipelatoclostridiaceae fam.), Fusicatenibacter (Lachnospiraceae fam.), Subdoligranulum (Ruminococcaceae fam.) ",Other,Main Text,,Meika Tomita,,,,,,,,,,
PavanGorthi2023,https://pubmed.ncbi.nlm.nih.gov/38229613/,10.4103/aian.aian_460_23,Dysbiosis of the Beneficial Gut Bacteria in Patients with Parkinson's Disease from India.,2023,India,Asia,16S,Annals of Indian Academy of Neurology,Parkinson’s disease (PD),Differing B/w Subgroups,Yes,"Clostridia_UCG_014 (r = −0.35, P value = 0.05)","Lachnospiraceae (r = −0.43, P value = 0.01), Faecalibacterium (r = −0.4, P value = 0.02), Fusicatenibacter (r = −0.38, P value = 0.03), Ruminococcus gauvreauii group (r = −0.35, P value = 0.05)",LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
DonaldsonFyfe2025,https://pubmed.ncbi.nlm.nih.gov/40126287/,10.3390/geriatrics10020037,Aging Gut-Brain Interactions: Pro-Inflammatory Gut Bacteria Are Elevated in Fecal Samples from Individuals Living with Alzheimer's Dementia.,2025,UK,Europe,16S,"Geriatrics (Basel, Switzerland)","Alzheimer’s disease (AD), Dementia",No Difference,Not reported,"Escherichia/Shigella, Clostridium_sensu_stricto_1","Bacteroides, Faecalibacterium, Blautia, Roseburia",Other,Main Text,,Meika Tomita,,,,,,,,,,
WanZhou2019,https://pubmed.ncbi.nlm.nih.gov/31680836/,10.3389/fnins.2019.01102,Alterations of the Gut Microbiota in Multiple System Atrophy Patients.,2019,China,Asia,Shotgun,Frontiers in neuroscience,Multiple system atrophy (MSA),Not Reported,Not reported,"Roseburia hominis, Akkermansia muciniphila, Alistipes onderdonkii, Streptococcus parasanguinis, Staphylococcus xylosus","Bacteroides coprocola, Megamonas funiformis, Bifidobacterium pseudocatenulatum, Clostridium nexile, Bacteroides plebeius, Granulicatella adiacens",LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
GalluzzoCapri2021,https://pubmed.ncbi.nlm.nih.gov/34206853/,10.3390/life11070620,Comparison of the Intestinal Microbiome of Italian Patients with Multiple Sclerosis and Their Household Relatives.,2021,Italy,Europe,16S,"Life (Basel, Switzerland)",Multiple sclerosis (MS),No Difference,No,"Ruminococcaceae, Christensenellaceae, Desulfovibrionaceae, Clostridiales, and Family XIII","Bacteroidaceae, Tannerellaceae, Veillonellaceae, and Burkholderiaceae",Other,Main Text,,Meika Tomita,,,,,,,,,,
BedarfRomano2025,https://pubmed.ncbi.nlm.nih.gov/40180909/,10.1038/s41531-025-00885-5,A prebiotic dietary pilot intervention restores faecal metabolites and may be neuroprotective in Parkinson's Disease.,2025,UK,Europe,Shotgun,NPJ Parkinson's disease,Parkinson’s disease (PD),Not Reported,Not reported,"Akkermansia muciniphila, Prevotella spp.","Bacteroides fragilis, Anaerostipes hadrus",Other,Main Text,intervention,Meika Tomita,,,,,,,,,,
StormLarsenMyhr2019,https://pubmed.ncbi.nlm.nih.gov/31798939/,10.1177/2055217319888767,Gut microbiota composition during a 12-week intervention with delayed-release dimethyl fumarate in multiple sclerosis - a pilot trial.,2019,Norway,Europe,16S,"Multiple sclerosis journal - experimental, translational and clinical",Multiple sclerosis (MS),No Difference,Yes,,Faecalibacterium,Other,Main Text,intervention,Meika Tomita,,,,,,,,,,
FangWang2016,https://pubmed.ncbi.nlm.nih.gov/27703453/,10.3389/fmicb.2016.01479,Evaluation of the Microbial Diversity in Amyotrophic Lateral Sclerosis Using High-Throughput Sequencing.,2016,China,Asia,16S,Frontiers in microbiology,Amyotrophic lateral sclerosis (ALS),Not Reported,Not reported,Bacteroidetes; Dorea,Firmicutes; oscillibacter; anaerostipes; lachnospiraceae,LEfSe (LDA),Main Text,,Crystal X. Wang,,,,,,,,,,
RenGao2020,https://pubmed.ncbi.nlm.nih.gov/32161568/,10.3389/fneur.2020.00137,Gut Microbiota Altered in Mild Cognitive Impairment Compared With Normal Cognition in Sporadic Parkinson's Disease.,2020,China,Asia,16S,Frontiers in neurology,Parkinson’s disease (PD),Increase,Yes,Blautia; Ruminococcus; Alistipes; Barnesiella; Butyricimonas; Odoribacter,Veillonella; Bacteroidetes,LEfSe (LDA),Main Text,gradient/subtypes,Crystal X. Wang,,,,,,,,,,
ParaschivVacaras2024,https://pubmed.ncbi.nlm.nih.gov/38638559/,10.15698/mic2024.03.819,The effect of multiple sclerosis therapy on gut microbiota dysbiosis: a longitudinal prospective study.,2024,Romania,Europe,16S,"Microbial cell (Graz, Austria)",Multiple sclerosis (MS),No Difference,No,Prevotella stercorea; Bacteroidales,Faecalibacterium; Bifidobacterium; Coprococcus; Lachnospiraceae,LEfSe (LDA),Main Text,,Crystal X. Wang,,,,,,,,,,
LingZhu2020,https://pubmed.ncbi.nlm.nih.gov/33614635/,10.3389/fcell.2020.634069,Structural and Functional Dysbiosis of Fecal Microbiota in Chinese Patients With Alzheimer's Disease.,2020,China,Asia,16S,Frontiers in cell and developmental biology,Alzheimer’s disease (AD),Decrease,Not reported,"Bifidobacteriaceae, Verrucomicrobiaceae, Coriobacteriaceae, Erysipelotrichaceae, Enterococcaceae, Corynebacteriaceae","Faecalibacterium, Roseburia, Coprococcus, Butyricicoccus, Gemmiger, Dialister, Romboutsia, Clostridium sensu stricto",LEfSe (LDA),Main Text,,Khanh Nguyen ,,,,,,,,,,
ZapalaStefura2021,https://doi.org/10.3390/jcm10235698,10.3390/jcm10235698,Differences in the Composition of Gut Microbiota between Patients with Parkinson’s Disease and Healthy Controls: A Cohort Study,2021,Poland,Europe,16S,Journal of Clinical Medicine,Parkinson’s disease (PD),Increase,Yes,Parabacteroides merdae; Bacteroides massiliensis; Ruminococcus gauvreauii; Parabacteroides distasonis; Streptococcus mutans; Acidaminobacter hydrogenformans; Flavonifractor plautii; Clostridium hethewayi; Bilophila wadsworthia; Clostridium thermosuccinogenes,Eubacterium ramulus; Anaerostipes butyraticus; Megamonas funiformis; Balutia faecis; Bifidobacterium longum,,Main Text,,Fnu Babita,,,,,,,,,,
HerediaMateo2025,https://pubmed.ncbi.nlm.nih.gov/40612463/,10.1016/j.dib.2025.111778,Dataset on neuropsychological profile and microbiota composition in cognitively unimpaired elderly and Alzheimer's patients.,2025,Spain,Europe,Shotgun,Data in brief,Alzheimer’s disease (AD),Not Reported,Not reported,N/A,N/A,Other,Main Text,,Khanh Nguyen ,,,,,,,,,,
VascellariPalmas2020,https://pubmed.ncbi.nlm.nih.gov/32934117/,10.1128/mSystems.00561-20,Gut Microbiota and Metabolome Alterations Associated with Parkinson's Disease.,2020,Italy,North America,16S,mSystems,Parkinson’s disease (PD),No Difference,No,"Actinobacteria, Proteobacteria, and Verrucomicrobia","Bacteroidetes, Cyanobacteria, Firmicutes",LEfSe (LDA),Main Text,,Khanh Nguyen ,,,,,,,,,,
NishiwakiUeyama2022,https://pubmed.ncbi.nlm.nih.gov/36494405/,10.1038/s41531-022-00428-2,Gut microbiota in dementia with Lewy bodies.,2022,Japan,North America,16S,NPJ Parkinson's disease,"Dementia, Alzheimer’s disease (AD), Parkinson’s disease (PD)",Not Reported,Not reported,"Collinsella, Eggerthella, and Ruminococcus torques","Agathobacter, Lachnospiraceae ND3007 group, Butyricicoccus, Coprococcus, Faecalibacterium, Fusicatenibacter, and Haemophilus",ANCOM,Main Text,,Khanh Nguyen ,,,,,,,,,,
CabreraCarrión2025,https://pubmed.ncbi.nlm.nih.gov/41029837/,10.1186/s13195-025-01862-z,"Gut microbiota characterization in ageing, mild cognitive impairment, and Alzheimer's disease in the context of mediterranean lifestyle in a Spanish population.",2025,Spain,Europe,Shotgun,Alzheimer's research & therapy,"Alzheimer’s disease (AD), Dementia",No Difference,No,"Coprococcus comes, Odoribacter splanchnicus","Coprococcus comes, Odoribacter splanchnicus, Roseburia intestinalis, Parabacteroides distasonis, Bacteroides eggerthii and Alistipes sp. dk3624",LEfSe (LDA),Main Text,,Khanh Nguyen ,,,,,,,,,,
WasserMercieca2020,https://pubmed.ncbi.nlm.nih.gov/33005892/,10.1093/braincomms/fcaa110,"Gut dysbiosis in Huntington's disease: associations among gut microbiota, cognitive performance and clinical outcomes.",2020,Australia,Oceania,16S,Brain communications,Huntington’s disease (HD),Decrease,Yes,N/A,"Acidaminococcaceae, Akkermansiaceae, Bacteroidaceae, Bifidobacteriaceae, Christensenellaceae, Clostridiaceae, Coriobacteriaceae, Eggerthellaceae, Enterobacteriaceae, Erysipelotrichaceae, Flavobacteriaceae, Lachnospiraceae, Methanobacteriaceae, Peptococcaceae, Peptostreptococcaceae and Rikenellaceae",Other,Main Text,,Khanh Nguyen ,,,,,,,,,,
CerroniPietrucci2022,https://pubmed.ncbi.nlm.nih.gov/35741624/,10.3390/brainsci12060739,Not just a Snapshot: An Italian Longitudinal Evaluation of Stability of Gut Microbiota Findings in Parkinson's Disease.,2022,Italy,Europe,16S,Brain sciences,Parkinson’s disease (PD),No Difference,No,N/A,"A. Bacteroidaceae, B. Rikenellaceae, C. Barnesiellaceae, D. Marinifilaceae, E. Tannerellaceae, F. Lachnospiracae",Other,Main Text,,Khanh Nguyen ,,,,,,,,,,
HouXu2021,https://pubmed.ncbi.nlm.nih.gov/33732104/,10.3389/fnins.2021.619051,APOE-ε4 Carrier Status and Gut Microbiota Dysbiosis in Patients With Alzheimer Disease.,2021,China,Asia,16S,Frontiers in neuroscience,Alzheimer’s disease (AD),No Difference,No,"Enterobacteriales, Deltaproteobacteria,, Desulfovibrionales, Escherichia–Shigella, Ruminococcaceae_UCG_002, Shuttleworthia, Anaerofustis, Morganelia, Finegoldia, and Anaerotruncus",N/A,LEfSe (LDA),Main Text,,Khanh Nguyen ,,,,,,,,,,
FanLin2023,https://pubmed.ncbi.nlm.nih.gov/37346147/,10.3389/fnagi.2023.1162057,Altered gut microbiota in older adults with mild cognitive impairment: a case-control study.,2023,Taiwan,Asia,16S,Frontiers in aging neuroscience,Alzheimer’s disease (AD),No Difference,No,"Gemellaceae, Saccharimonadaceae, Phocea, Gemella, Anaeroglobus, Cloacibacillus, Lactococcus, Flavonifractor, Lactiplantibacillus, Cetobacterium, Eubacterium fissicatena","Ruminococcus, Butyricimonas, and Oxalobacter",LEfSe (LDA),Main Text,,Khanh Nguyen ,,,,,,,,,,
KazenUmfleet2025,https://pubmed.ncbi.nlm.nih.gov/40563710/,10.3390/brainsci15060538,Gut Microbiota and Neurovascular Patterns in Amnestic Mild Cognitive Impairment.,2025,United States,North America,16S,Brain sciences,"Alzheimer’s disease (AD), Stroke",No Difference,No,"Alistipes indistinctus, Faecalibacterium prausnitzii,, Anaerostipes, Bilophila wadsworthia","Akkermansia, Turicibacter, Subdoligranulum, Eisenbergiella, Christensenellaceae R-7 group, Colidextribacter massiliensis, and Ruminococcus",LEfSe (LDA),Main Text,,Khanh Nguyen ,,,,,,,,,,
JacobRout2025,https://pubmed.ncbi.nlm.nih.gov/41117133/,10.1080/17582024.2025.2574204,Gut microbiome differences in Parkinson's disease patients in Central Kerala population.,2025,India,Asia,16S,Neurodegenerative disease management,Parkinson’s disease (PD),No Difference,Yes,"Lactobacillus ruminis, Eubacterium biforme, Lactobacillus mucosae, Bifidobacterium longum, Roseburia faecis","Faecalibacterium prausnitzii, Prevotella copri",Other,Main Text,,Khanh Nguyen ,,,,,,,,,,
NeklesovaSogomonyan2025,https://pubmed.ncbi.nlm.nih.gov/40868061/,10.3390/biomedicines13081806,Gut Microbiome Signatures in Multiple Sclerosis: A Case-Control Study with Machine Learning and Global Data Integration.,2025,Russia,Europe,16S,Biomedicines,Multiple sclerosis (MS),Not Reported,Not reported,Lachnospiraceae UCG-008 ,"Eubacteriales, Lachnospirales, Oscillospiraceae, Lachnospiraceae, Parasutterella, Faecalibacterium ",Other,Main Text,,Khanh Nguyen ,,,,,,,,,,
JinLi2019,https://pubmed.ncbi.nlm.nih.gov/31824239/,10.3389/fnins.2019.01184,Analysis of the Gut Microflora in Patients With Parkinson's Disease.,2019,China,Asia,16S,Frontiers in neuroscience,Parkinson’s disease (PD),Increase,Yes,"Christensenellaceae, Clostridialesvadin BB60 group, and Rikenellaceae and less Prevotellaceae and Lactobacillaceae; Turicibacteraceae, Ruminococcaceae, and Rikenellaceae; Butyricimonas, Parabacteroides, Christensenellaceae R-7 group, Ruminococcaceae UCG, and Alistipes","Bulleidia, Turicibacter, and Adlercreutzia and higher levels of Streptococcus, Ruminococcus, Paraprevotella, 7N15, and Acidaminococcus",LEfSe (LDA),Main Text,,Khanh Nguyen ,,,,,,,,,,
LiCui2019,https://doi.org/10.3389/fnmol.2019.00171,10.3389/fnmol.2019.00171,Gut Microbiota Differs Between Parkinson’s Disease Patients and Healthy Controls in Northeast China,2019,China,Asia,16S,Frontiers in Molecular Neuroscience,Parkinson’s disease (PD),Increase,Yes,Akkermansia (q<0.05; LEfSe LDA≥4),Bacilli (q<0.05; class); Lactobacillales (q<0.05); Lactobacillaceae (q<0.05); Lactobacillus (q<0.05; LEfSe LDA≥4).,,Main Text,,Emily Song,,,,,,,,,,
WeisSchwiertz2019,https://pubmed.ncbi.nlm.nih.gov/31815177/,10.1038/s41531-019-0100-x,Effect of Parkinson's disease and related medications on the composition of the fecal bacterial microbiota.,2019,Germany,Europe,16S,NPJ Parkinson's disease,Parkinson’s disease (PD),Decrease,No,"Clostridiales family XI, Peptoniphilus, Finegoldia, Anaerococcus, Eubacterium brachy group, Sellimonas, Bifidobacterium, Enterococcus, Enterococcaceae, Bifidobacteriaceae","Faecalibacterium, Fusicatenibacter, Ruminococcus gauvreauii group, Ruminococcaceae",Other,Main Text,intervention,Khanh Nguyen ,,,,,,,,,,
CosmaGrigorovMeixner2020,https://pubmed.ncbi.nlm.nih.gov/33071933/,10.3389/fneur.2020.01041,Changes in Gastrointestinal Microbiome Composition in PD: A Pivotal Role of Covariates.,2020,Germany,Europe,16S,Frontiers in neurology,Parkinson’s disease (PD),Decrease,Yes,"Bacteroidaceae, Streptococcaceae, Veillonellaceae, Bacteroides, Streptococcus, Veillonella, Gammaproteobacteria, Parabacteroides, Turicibacter","Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Clostridiaceae, Faecalibacterium, Oscillospira, Sutterella, Ruminococcus, Coprococcus, Clostridium, Clostridiales incertae sedis XII, Clostridiales incertae sedis XIII",Other,Main Text,gradient/subtypes,Khanh Nguyen ,,,,,,,,,,
ChenBi2021,https://pubmed.ncbi.nlm.nih.gov/35035709/,PMID/35035709,An analysis of the characteristics of the intestinal flora in patients with Parkinson's disease complicated with constipation.,2021,China,Asia,16S,American journal of translational research,Parkinson’s disease (PD),No Difference,Yes,"Hungatella, Collinsella, Actinomyces, Streptococcaceae, Coriobacteriaceae, Coriobacteriales, Coriobacteria","Lachnospira, Fusicatenibacter, Sutterella parvirubra, Bacteroides massiliensis",LEfSe (LDA),Main Text,confounding disease,Khanh Nguyen ,,,,,,,,,,
CoufalZakostelska2025,https://pubmed.ncbi.nlm.nih.gov/41358150/,10.1016/j.isci.2025.113872,Ocrelizumab transiently alters microbiota and modulates immune response depending on treatment outcome.,2025,Czech Republic,Europe,16S,iScience,Multiple sclerosis (MS),Decrease,Yes,"Streptococcus, Barnesiella, Collinsella, Blautia","Coprococcus, Agathobacter, Oscillospiraceae NK4A214 group, Faecalibacterium, Roseburia, Prevotella_9, Parabacteroides, Ruminococcus, Blautia, Phascolarctobacterium, Alistipes",DESeq,Main Text,intervention,Khanh Nguyen ,,,,,,,,,,
StaunRamVolkowich2025,https://pubmed.ncbi.nlm.nih.gov/40092554/,10.1177/17562864241306565,Immunotherapy-mediated modulation of the gut microbiota in multiple sclerosis and associations with diet and clinical response-the effect of dimethyl fumarate therapy.,2025,Israel,Middle East,16S,Therapeutic advances in neurological disorders,Multiple sclerosis (MS),No Difference,Differing B/w Subgroups,,Lachnospiraceae; Prevotella,"LEfSe (LDA), DESeq",Main Text,intervention,Marc W. Van Goethem,"Beta diversity only differed significantly between treatment and HC, not between pre-treatment and treatment or pre-treatment and HC.",,,,,,,,,
TrociPhilippen2024,https://doi.org/10.1093/pnasnexus/pgad427,10.1093/pnasnexus/pgad427,Disease- and stage-specific alterations of the oral and fecal microbiota in Alzheimer’s disease,2024,Germany,Europe,16S,PNAS Nexus,Alzheimer’s disease (AD),No Difference,Yes,Bacteroides (FDR < 0.05); Sutterella (FDR < 0.05); Porphyromonadaceae uncl. (FDR < 0.05); Parabacteroides; Akkermansia (FDR < 0.05); Fusobacterium; Veillonella; Actinobacillus; Neisseria (FDR < 0.05),Lachnospiraceae (FDR < 0.05); Roseburia (FDR < 0.05); Coprobacter (FDR < 0.05); Ruminococcus (FDR < 0.05). MCI > Ctrl: ↑ Bacteroides; Dialister; Butyricimonas (FDR < 0.05). Oral (AD > Ctrl): ↑ Porphyromonas; Rothia; Gemella (FDR < 0.05).,,Main Text,,Emily Song,,,,,,,,,,
